path,label
D:\coral_patches\crustose_coralline_algae\42177.jpg,crustose_coralline_algae
D:\coral_patches\turf\12743.jpg,turf
D:\coral_patches\crustose_coralline_algae\42422.jpg,crustose_coralline_algae
D:\coral_patches\sand\21025.jpg,sand
D:\coral_patches\off\4389.jpg,off
D:\coral_patches\turf\37480.jpg,turf
D:\coral_patches\off\34038.jpg,off
D:\coral_patches\crustose_coralline_algae\24196.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\42214.jpg,macroalgae
D:\coral_patches\macroalgae\27393.jpg,macroalgae
D:\coral_patches\turf\35778.jpg,turf
D:\coral_patches\crustose_coralline_algae\45210.jpg,crustose_coralline_algae
D:\coral_patches\porites\22055.jpg,porites
D:\coral_patches\macroalgae\40703.jpg,macroalgae
D:\coral_patches\sand\56504.jpg,sand
D:\coral_patches\sand\34108.jpg,sand
D:\coral_patches\crustose_coralline_algae\15360.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\32258.jpg,crustose_coralline_algae
D:\coral_patches\turf\16327.jpg,turf
D:\coral_patches\off\6319.jpg,off
D:\coral_patches\turf\13713.jpg,turf
D:\coral_patches\macroalgae\505.jpg,macroalgae
D:\coral_patches\sand\17673.jpg,sand
D:\coral_patches\macroalgae\30461.jpg,macroalgae
D:\coral_patches\porites\8293.jpg,porites
D:\coral_patches\crustose_coralline_algae\2677.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\2966.jpg,macroalgae
D:\coral_patches\macroalgae\414.jpg,macroalgae
D:\coral_patches\turf\35467.jpg,turf
D:\coral_patches\porites\10003.jpg,porites
D:\coral_patches\off\17804.jpg,off
D:\coral_patches\sand\5229.jpg,sand
D:\coral_patches\sand\24016.jpg,sand
D:\coral_patches\turf\40115.jpg,turf
D:\coral_patches\sand\24513.jpg,sand
D:\coral_patches\off\288.jpg,off
D:\coral_patches\turf\19128.jpg,turf
D:\coral_patches\sand\17378.jpg,sand
D:\coral_patches\turf\26935.jpg,turf
D:\coral_patches\sand\34033.jpg,sand
D:\coral_patches\off\55231.jpg,off
D:\coral_patches\macroalgae\1529.jpg,macroalgae
D:\coral_patches\off\14338.jpg,off
D:\coral_patches\sand\22143.jpg,sand
D:\coral_patches\sand\44819.jpg,sand
D:\coral_patches\porites\53896.jpg,porites
D:\coral_patches\crustose_coralline_algae\9274.jpg,crustose_coralline_algae
D:\coral_patches\off\13199.jpg,off
D:\coral_patches\porites\57258.jpg,porites
D:\coral_patches\off\47078.jpg,off
D:\coral_patches\off\49568.jpg,off
D:\coral_patches\crustose_coralline_algae\58845.jpg,crustose_coralline_algae
D:\coral_patches\porites\32229.jpg,porites
D:\coral_patches\macroalgae\7297.jpg,macroalgae
D:\coral_patches\turf\40440.jpg,turf
D:\coral_patches\sand\6561.jpg,sand
D:\coral_patches\porites\48012.jpg,porites
D:\coral_patches\macroalgae\20749.jpg,macroalgae
D:\coral_patches\off\38321.jpg,off
D:\coral_patches\turf\55942.jpg,turf
D:\coral_patches\turf\44514.jpg,turf
D:\coral_patches\off\34926.jpg,off
D:\coral_patches\off\3369.jpg,off
D:\coral_patches\macroalgae\41185.jpg,macroalgae
D:\coral_patches\off\27750.jpg,off
D:\coral_patches\porites\3286.jpg,porites
D:\coral_patches\turf\27126.jpg,turf
D:\coral_patches\porites\22135.jpg,porites
D:\coral_patches\crustose_coralline_algae\59217.jpg,crustose_coralline_algae
D:\coral_patches\porites\34252.jpg,porites
D:\coral_patches\macroalgae\1456.jpg,macroalgae
D:\coral_patches\macroalgae\45963.jpg,macroalgae
D:\coral_patches\off\44663.jpg,off
D:\coral_patches\crustose_coralline_algae\33357.jpg,crustose_coralline_algae
D:\coral_patches\off\7197.jpg,off
D:\coral_patches\turf\29015.jpg,turf
D:\coral_patches\off\19053.jpg,off
D:\coral_patches\turf\2259.jpg,turf
D:\coral_patches\macroalgae\36798.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\44445.jpg,crustose_coralline_algae
D:\coral_patches\porites\17610.jpg,porites
D:\coral_patches\macroalgae\23228.jpg,macroalgae
D:\coral_patches\sand\44067.jpg,sand
D:\coral_patches\off\14417.jpg,off
D:\coral_patches\sand\21760.jpg,sand
D:\coral_patches\crustose_coralline_algae\34533.jpg,crustose_coralline_algae
D:\coral_patches\porites\15681.jpg,porites
D:\coral_patches\turf\28823.jpg,turf
D:\coral_patches\sand\18346.jpg,sand
D:\coral_patches\crustose_coralline_algae\35472.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\39544.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\59893.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\50969.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\12627.jpg,crustose_coralline_algae
D:\coral_patches\off\2412.jpg,off
D:\coral_patches\off\42728.jpg,off
D:\coral_patches\porites\57890.jpg,porites
D:\coral_patches\porites\7995.jpg,porites
D:\coral_patches\sand\29453.jpg,sand
D:\coral_patches\crustose_coralline_algae\34474.jpg,crustose_coralline_algae
D:\coral_patches\porites\57762.jpg,porites
D:\coral_patches\sand\49841.jpg,sand
D:\coral_patches\porites\26174.jpg,porites
D:\coral_patches\crustose_coralline_algae\3892.jpg,crustose_coralline_algae
D:\coral_patches\off\47638.jpg,off
D:\coral_patches\turf\25008.jpg,turf
D:\coral_patches\porites\42931.jpg,porites
D:\coral_patches\sand\32529.jpg,sand
D:\coral_patches\off\4643.jpg,off
D:\coral_patches\sand\9579.jpg,sand
D:\coral_patches\porites\51220.jpg,porites
D:\coral_patches\macroalgae\6860.jpg,macroalgae
D:\coral_patches\turf\56275.jpg,turf
D:\coral_patches\off\21297.jpg,off
D:\coral_patches\off\13783.jpg,off
D:\coral_patches\crustose_coralline_algae\15712.jpg,crustose_coralline_algae
D:\coral_patches\off\36976.jpg,off
D:\coral_patches\sand\55718.jpg,sand
D:\coral_patches\porites\6124.jpg,porites
D:\coral_patches\porites\22021.jpg,porites
D:\coral_patches\porites\12302.jpg,porites
D:\coral_patches\crustose_coralline_algae\17168.jpg,crustose_coralline_algae
D:\coral_patches\turf\18864.jpg,turf
D:\coral_patches\turf\28847.jpg,turf
D:\coral_patches\sand\54858.jpg,sand
D:\coral_patches\macroalgae\639.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\24232.jpg,crustose_coralline_algae
D:\coral_patches\turf\52903.jpg,turf
D:\coral_patches\porites\23510.jpg,porites
D:\coral_patches\macroalgae\48215.jpg,macroalgae
D:\coral_patches\porites\42917.jpg,porites
D:\coral_patches\off\12248.jpg,off
D:\coral_patches\porites\13467.jpg,porites
D:\coral_patches\crustose_coralline_algae\16183.jpg,crustose_coralline_algae
D:\coral_patches\off\48297.jpg,off
D:\coral_patches\porites\47468.jpg,porites
D:\coral_patches\porites\46.jpg,porites
D:\coral_patches\macroalgae\39917.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\5277.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\57547.jpg,macroalgae
D:\coral_patches\off\28816.jpg,off
D:\coral_patches\porites\35439.jpg,porites
D:\coral_patches\sand\50874.jpg,sand
D:\coral_patches\porites\24734.jpg,porites
D:\coral_patches\turf\39653.jpg,turf
D:\coral_patches\turf\32013.jpg,turf
D:\coral_patches\crustose_coralline_algae\11622.jpg,crustose_coralline_algae
D:\coral_patches\sand\30951.jpg,sand
D:\coral_patches\sand\17228.jpg,sand
D:\coral_patches\porites\20729.jpg,porites
D:\coral_patches\turf\48872.jpg,turf
D:\coral_patches\sand\56670.jpg,sand
D:\coral_patches\off\54240.jpg,off
D:\coral_patches\turf\42132.jpg,turf
D:\coral_patches\macroalgae\13646.jpg,macroalgae
D:\coral_patches\off\73.jpg,off
D:\coral_patches\crustose_coralline_algae\13753.jpg,crustose_coralline_algae
D:\coral_patches\off\38953.jpg,off
D:\coral_patches\off\54876.jpg,off
D:\coral_patches\macroalgae\6347.jpg,macroalgae
D:\coral_patches\off\36986.jpg,off
D:\coral_patches\off\12724.jpg,off
D:\coral_patches\macroalgae\58667.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52372.jpg,crustose_coralline_algae
D:\coral_patches\off\43222.jpg,off
D:\coral_patches\sand\36149.jpg,sand
D:\coral_patches\macroalgae\2604.jpg,macroalgae
D:\coral_patches\macroalgae\54903.jpg,macroalgae
D:\coral_patches\macroalgae\19289.jpg,macroalgae
D:\coral_patches\off\51715.jpg,off
D:\coral_patches\porites\23204.jpg,porites
D:\coral_patches\turf\27468.jpg,turf
D:\coral_patches\off\48290.jpg,off
D:\coral_patches\macroalgae\51114.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52872.jpg,crustose_coralline_algae
D:\coral_patches\sand\910.jpg,sand
D:\coral_patches\sand\32625.jpg,sand
D:\coral_patches\porites\34562.jpg,porites
D:\coral_patches\sand\10450.jpg,sand
D:\coral_patches\crustose_coralline_algae\17565.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\58464.jpg,crustose_coralline_algae
D:\coral_patches\porites\41276.jpg,porites
D:\coral_patches\turf\47727.jpg,turf
D:\coral_patches\sand\10512.jpg,sand
D:\coral_patches\porites\34306.jpg,porites
D:\coral_patches\turf\15003.jpg,turf
D:\coral_patches\crustose_coralline_algae\37084.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\10751.jpg,macroalgae
D:\coral_patches\macroalgae\58987.jpg,macroalgae
D:\coral_patches\turf\18495.jpg,turf
D:\coral_patches\crustose_coralline_algae\51014.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\46371.jpg,crustose_coralline_algae
D:\coral_patches\off\21212.jpg,off
D:\coral_patches\porites\19388.jpg,porites
D:\coral_patches\sand\48371.jpg,sand
D:\coral_patches\porites\26047.jpg,porites
D:\coral_patches\turf\51599.jpg,turf
D:\coral_patches\macroalgae\37799.jpg,macroalgae
D:\coral_patches\macroalgae\18683.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\57624.jpg,crustose_coralline_algae
D:\coral_patches\turf\42317.jpg,turf
D:\coral_patches\sand\1954.jpg,sand
D:\coral_patches\macroalgae\48035.jpg,macroalgae
D:\coral_patches\turf\19916.jpg,turf
D:\coral_patches\porites\46278.jpg,porites
D:\coral_patches\off\12490.jpg,off
D:\coral_patches\sand\25605.jpg,sand
D:\coral_patches\off\10796.jpg,off
D:\coral_patches\off\9479.jpg,off
D:\coral_patches\macroalgae\32445.jpg,macroalgae
D:\coral_patches\macroalgae\26465.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\22988.jpg,crustose_coralline_algae
D:\coral_patches\porites\54760.jpg,porites
D:\coral_patches\off\21984.jpg,off
D:\coral_patches\off\21772.jpg,off
D:\coral_patches\turf\50962.jpg,turf
D:\coral_patches\turf\4330.jpg,turf
D:\coral_patches\turf\2497.jpg,turf
D:\coral_patches\sand\20041.jpg,sand
D:\coral_patches\macroalgae\21832.jpg,macroalgae
D:\coral_patches\porites\56026.jpg,porites
D:\coral_patches\off\18565.jpg,off
D:\coral_patches\off\24227.jpg,off
D:\coral_patches\off\27178.jpg,off
D:\coral_patches\crustose_coralline_algae\8266.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\56386.jpg,macroalgae
D:\coral_patches\macroalgae\895.jpg,macroalgae
D:\coral_patches\turf\28339.jpg,turf
D:\coral_patches\porites\49107.jpg,porites
D:\coral_patches\macroalgae\26155.jpg,macroalgae
D:\coral_patches\sand\30967.jpg,sand
D:\coral_patches\macroalgae\43462.jpg,macroalgae
D:\coral_patches\porites\47042.jpg,porites
D:\coral_patches\crustose_coralline_algae\12551.jpg,crustose_coralline_algae
D:\coral_patches\turf\35458.jpg,turf
D:\coral_patches\macroalgae\22067.jpg,macroalgae
D:\coral_patches\porites\4575.jpg,porites
D:\coral_patches\crustose_coralline_algae\21652.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\22224.jpg,crustose_coralline_algae
D:\coral_patches\turf\53224.jpg,turf
D:\coral_patches\sand\9909.jpg,sand
D:\coral_patches\sand\40838.jpg,sand
D:\coral_patches\crustose_coralline_algae\38050.jpg,crustose_coralline_algae
D:\coral_patches\off\26431.jpg,off
D:\coral_patches\sand\10694.jpg,sand
D:\coral_patches\crustose_coralline_algae\41590.jpg,crustose_coralline_algae
D:\coral_patches\off\38333.jpg,off
D:\coral_patches\sand\30943.jpg,sand
D:\coral_patches\crustose_coralline_algae\15909.jpg,crustose_coralline_algae
D:\coral_patches\porites\1805.jpg,porites
D:\coral_patches\macroalgae\15137.jpg,macroalgae
D:\coral_patches\macroalgae\14010.jpg,macroalgae
D:\coral_patches\turf\27045.jpg,turf
D:\coral_patches\crustose_coralline_algae\18538.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\12424.jpg,crustose_coralline_algae
D:\coral_patches\turf\14821.jpg,turf
D:\coral_patches\turf\49936.jpg,turf
D:\coral_patches\sand\59623.jpg,sand
D:\coral_patches\sand\56058.jpg,sand
D:\coral_patches\crustose_coralline_algae\44599.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\47338.jpg,macroalgae
D:\coral_patches\sand\6331.jpg,sand
D:\coral_patches\off\12624.jpg,off
D:\coral_patches\turf\45522.jpg,turf
D:\coral_patches\turf\49020.jpg,turf
D:\coral_patches\sand\45175.jpg,sand
D:\coral_patches\porites\5775.jpg,porites
D:\coral_patches\sand\50211.jpg,sand
D:\coral_patches\off\55026.jpg,off
D:\coral_patches\turf\17913.jpg,turf
D:\coral_patches\macroalgae\4516.jpg,macroalgae
D:\coral_patches\sand\30956.jpg,sand
D:\coral_patches\sand\59215.jpg,sand
D:\coral_patches\sand\43875.jpg,sand
D:\coral_patches\sand\3189.jpg,sand
D:\coral_patches\crustose_coralline_algae\3855.jpg,crustose_coralline_algae
D:\coral_patches\off\27961.jpg,off
D:\coral_patches\sand\39088.jpg,sand
D:\coral_patches\porites\14216.jpg,porites
D:\coral_patches\crustose_coralline_algae\22736.jpg,crustose_coralline_algae
D:\coral_patches\off\51739.jpg,off
D:\coral_patches\turf\37230.jpg,turf
D:\coral_patches\macroalgae\3399.jpg,macroalgae
D:\coral_patches\macroalgae\42263.jpg,macroalgae
D:\coral_patches\macroalgae\29562.jpg,macroalgae
D:\coral_patches\turf\37876.jpg,turf
D:\coral_patches\off\51032.jpg,off
D:\coral_patches\off\9914.jpg,off
D:\coral_patches\crustose_coralline_algae\27903.jpg,crustose_coralline_algae
D:\coral_patches\turf\2667.jpg,turf
D:\coral_patches\sand\44175.jpg,sand
D:\coral_patches\sand\20717.jpg,sand
D:\coral_patches\porites\7120.jpg,porites
D:\coral_patches\crustose_coralline_algae\59096.jpg,crustose_coralline_algae
D:\coral_patches\sand\29413.jpg,sand
D:\coral_patches\turf\52273.jpg,turf
D:\coral_patches\crustose_coralline_algae\49462.jpg,crustose_coralline_algae
D:\coral_patches\turf\55080.jpg,turf
D:\coral_patches\off\3254.jpg,off
D:\coral_patches\sand\56234.jpg,sand
D:\coral_patches\sand\9613.jpg,sand
D:\coral_patches\macroalgae\7652.jpg,macroalgae
D:\coral_patches\turf\51139.jpg,turf
D:\coral_patches\sand\16575.jpg,sand
D:\coral_patches\porites\5803.jpg,porites
D:\coral_patches\turf\11243.jpg,turf
D:\coral_patches\macroalgae\24684.jpg,macroalgae
D:\coral_patches\macroalgae\33012.jpg,macroalgae
D:\coral_patches\off\20931.jpg,off
D:\coral_patches\macroalgae\45481.jpg,macroalgae
D:\coral_patches\porites\30898.jpg,porites
D:\coral_patches\porites\43374.jpg,porites
D:\coral_patches\macroalgae\59001.jpg,macroalgae
D:\coral_patches\macroalgae\53229.jpg,macroalgae
D:\coral_patches\sand\2241.jpg,sand
D:\coral_patches\macroalgae\56198.jpg,macroalgae
D:\coral_patches\sand\42095.jpg,sand
D:\coral_patches\porites\30959.jpg,porites
D:\coral_patches\turf\57123.jpg,turf
D:\coral_patches\off\38106.jpg,off
D:\coral_patches\macroalgae\3261.jpg,macroalgae
D:\coral_patches\porites\48596.jpg,porites
D:\coral_patches\off\49519.jpg,off
D:\coral_patches\turf\50412.jpg,turf
D:\coral_patches\off\15571.jpg,off
D:\coral_patches\crustose_coralline_algae\35573.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\19791.jpg,macroalgae
D:\coral_patches\off\53858.jpg,off
D:\coral_patches\turf\48655.jpg,turf
D:\coral_patches\off\41174.jpg,off
D:\coral_patches\macroalgae\25938.jpg,macroalgae
D:\coral_patches\turf\58778.jpg,turf
D:\coral_patches\macroalgae\2767.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\59504.jpg,crustose_coralline_algae
D:\coral_patches\off\36393.jpg,off
D:\coral_patches\macroalgae\25636.jpg,macroalgae
D:\coral_patches\porites\798.jpg,porites
D:\coral_patches\macroalgae\37047.jpg,macroalgae
D:\coral_patches\turf\10115.jpg,turf
D:\coral_patches\turf\4607.jpg,turf
D:\coral_patches\off\25626.jpg,off
D:\coral_patches\crustose_coralline_algae\8798.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\12786.jpg,macroalgae
D:\coral_patches\porites\45461.jpg,porites
D:\coral_patches\off\15385.jpg,off
D:\coral_patches\sand\20091.jpg,sand
D:\coral_patches\off\58222.jpg,off
D:\coral_patches\turf\55615.jpg,turf
D:\coral_patches\sand\30657.jpg,sand
D:\coral_patches\porites\1428.jpg,porites
D:\coral_patches\sand\46651.jpg,sand
D:\coral_patches\porites\51838.jpg,porites
D:\coral_patches\porites\3160.jpg,porites
D:\coral_patches\macroalgae\59663.jpg,macroalgae
D:\coral_patches\off\20802.jpg,off
D:\coral_patches\crustose_coralline_algae\38873.jpg,crustose_coralline_algae
D:\coral_patches\sand\45530.jpg,sand
D:\coral_patches\sand\48593.jpg,sand
D:\coral_patches\crustose_coralline_algae\59062.jpg,crustose_coralline_algae
D:\coral_patches\off\25508.jpg,off
D:\coral_patches\sand\12453.jpg,sand
D:\coral_patches\macroalgae\52530.jpg,macroalgae
D:\coral_patches\sand\47932.jpg,sand
D:\coral_patches\sand\33215.jpg,sand
D:\coral_patches\turf\8103.jpg,turf
D:\coral_patches\macroalgae\20106.jpg,macroalgae
D:\coral_patches\porites\9341.jpg,porites
D:\coral_patches\macroalgae\9353.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\42194.jpg,crustose_coralline_algae
D:\coral_patches\sand\53077.jpg,sand
D:\coral_patches\turf\28347.jpg,turf
D:\coral_patches\crustose_coralline_algae\47414.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\44187.jpg,macroalgae
D:\coral_patches\turf\21257.jpg,turf
D:\coral_patches\off\35298.jpg,off
D:\coral_patches\porites\38472.jpg,porites
D:\coral_patches\sand\57998.jpg,sand
D:\coral_patches\porites\45825.jpg,porites
D:\coral_patches\sand\39303.jpg,sand
D:\coral_patches\sand\42891.jpg,sand
D:\coral_patches\off\54147.jpg,off
D:\coral_patches\turf\14526.jpg,turf
D:\coral_patches\crustose_coralline_algae\42392.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\22619.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52178.jpg,crustose_coralline_algae
D:\coral_patches\turf\52333.jpg,turf
D:\coral_patches\crustose_coralline_algae\27555.jpg,crustose_coralline_algae
D:\coral_patches\turf\55451.jpg,turf
D:\coral_patches\macroalgae\32107.jpg,macroalgae
D:\coral_patches\porites\22627.jpg,porites
D:\coral_patches\sand\23028.jpg,sand
D:\coral_patches\sand\58103.jpg,sand
D:\coral_patches\off\44963.jpg,off
D:\coral_patches\porites\44889.jpg,porites
D:\coral_patches\sand\22149.jpg,sand
D:\coral_patches\crustose_coralline_algae\50185.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\33020.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\50315.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\7399.jpg,crustose_coralline_algae
D:\coral_patches\turf\42565.jpg,turf
D:\coral_patches\porites\3201.jpg,porites
D:\coral_patches\turf\8119.jpg,turf
D:\coral_patches\macroalgae\34140.jpg,macroalgae
D:\coral_patches\macroalgae\43428.jpg,macroalgae
D:\coral_patches\turf\44121.jpg,turf
D:\coral_patches\turf\15071.jpg,turf
D:\coral_patches\turf\52256.jpg,turf
D:\coral_patches\off\57948.jpg,off
D:\coral_patches\sand\8153.jpg,sand
D:\coral_patches\crustose_coralline_algae\35078.jpg,crustose_coralline_algae
D:\coral_patches\turf\1239.jpg,turf
D:\coral_patches\turf\57094.jpg,turf
D:\coral_patches\off\32479.jpg,off
D:\coral_patches\macroalgae\15923.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\56277.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\17634.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\24640.jpg,macroalgae
D:\coral_patches\off\55865.jpg,off
D:\coral_patches\macroalgae\10456.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52629.jpg,crustose_coralline_algae
D:\coral_patches\off\44084.jpg,off
D:\coral_patches\crustose_coralline_algae\6188.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\55235.jpg,macroalgae
D:\coral_patches\off\18578.jpg,off
D:\coral_patches\crustose_coralline_algae\54133.jpg,crustose_coralline_algae
D:\coral_patches\off\41086.jpg,off
D:\coral_patches\macroalgae\16586.jpg,macroalgae
D:\coral_patches\macroalgae\38222.jpg,macroalgae
D:\coral_patches\porites\18341.jpg,porites
D:\coral_patches\off\58774.jpg,off
D:\coral_patches\turf\24410.jpg,turf
D:\coral_patches\turf\9868.jpg,turf
D:\coral_patches\turf\47899.jpg,turf
D:\coral_patches\turf\6290.jpg,turf
D:\coral_patches\macroalgae\20113.jpg,macroalgae
D:\coral_patches\sand\4764.jpg,sand
D:\coral_patches\sand\17374.jpg,sand
D:\coral_patches\macroalgae\31061.jpg,macroalgae
D:\coral_patches\macroalgae\50361.jpg,macroalgae
D:\coral_patches\turf\49847.jpg,turf
D:\coral_patches\off\15141.jpg,off
D:\coral_patches\off\39762.jpg,off
D:\coral_patches\macroalgae\2684.jpg,macroalgae
D:\coral_patches\macroalgae\8607.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\59937.jpg,crustose_coralline_algae
D:\coral_patches\turf\58322.jpg,turf
D:\coral_patches\macroalgae\54167.jpg,macroalgae
D:\coral_patches\off\55108.jpg,off
D:\coral_patches\off\10795.jpg,off
D:\coral_patches\sand\14166.jpg,sand
D:\coral_patches\off\9860.jpg,off
D:\coral_patches\crustose_coralline_algae\11695.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\40096.jpg,macroalgae
D:\coral_patches\sand\35263.jpg,sand
D:\coral_patches\turf\50691.jpg,turf
D:\coral_patches\turf\21063.jpg,turf
D:\coral_patches\turf\42518.jpg,turf
D:\coral_patches\sand\2600.jpg,sand
D:\coral_patches\turf\56191.jpg,turf
D:\coral_patches\sand\26130.jpg,sand
D:\coral_patches\porites\59844.jpg,porites
D:\coral_patches\sand\57979.jpg,sand
D:\coral_patches\sand\52735.jpg,sand
D:\coral_patches\off\35612.jpg,off
D:\coral_patches\sand\38451.jpg,sand
D:\coral_patches\macroalgae\24948.jpg,macroalgae
D:\coral_patches\turf\22355.jpg,turf
D:\coral_patches\turf\7579.jpg,turf
D:\coral_patches\sand\58210.jpg,sand
D:\coral_patches\crustose_coralline_algae\30211.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\43287.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\50460.jpg,macroalgae
D:\coral_patches\porites\41161.jpg,porites
D:\coral_patches\sand\54890.jpg,sand
D:\coral_patches\turf\22986.jpg,turf
D:\coral_patches\sand\43873.jpg,sand
D:\coral_patches\porites\19056.jpg,porites
D:\coral_patches\off\39770.jpg,off
D:\coral_patches\turf\37274.jpg,turf
D:\coral_patches\turf\43709.jpg,turf
D:\coral_patches\sand\34092.jpg,sand
D:\coral_patches\crustose_coralline_algae\23899.jpg,crustose_coralline_algae
D:\coral_patches\turf\34539.jpg,turf
D:\coral_patches\turf\10933.jpg,turf
D:\coral_patches\macroalgae\36434.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\56344.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\11593.jpg,crustose_coralline_algae
D:\coral_patches\porites\42962.jpg,porites
D:\coral_patches\porites\44802.jpg,porites
D:\coral_patches\off\1934.jpg,off
D:\coral_patches\macroalgae\22650.jpg,macroalgae
D:\coral_patches\sand\23906.jpg,sand
D:\coral_patches\off\55526.jpg,off
D:\coral_patches\macroalgae\29161.jpg,macroalgae
D:\coral_patches\sand\22.jpg,sand
D:\coral_patches\crustose_coralline_algae\4617.jpg,crustose_coralline_algae
D:\coral_patches\porites\15194.jpg,porites
D:\coral_patches\porites\52087.jpg,porites
D:\coral_patches\porites\1102.jpg,porites
D:\coral_patches\porites\27844.jpg,porites
D:\coral_patches\crustose_coralline_algae\35663.jpg,crustose_coralline_algae
D:\coral_patches\sand\56804.jpg,sand
D:\coral_patches\turf\27800.jpg,turf
D:\coral_patches\porites\14457.jpg,porites
D:\coral_patches\crustose_coralline_algae\36250.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\58647.jpg,crustose_coralline_algae
D:\coral_patches\sand\9592.jpg,sand
D:\coral_patches\turf\51127.jpg,turf
D:\coral_patches\off\53037.jpg,off
D:\coral_patches\porites\27863.jpg,porites
D:\coral_patches\porites\150.jpg,porites
D:\coral_patches\off\53126.jpg,off
D:\coral_patches\off\5116.jpg,off
D:\coral_patches\crustose_coralline_algae\58567.jpg,crustose_coralline_algae
D:\coral_patches\turf\1818.jpg,turf
D:\coral_patches\crustose_coralline_algae\43951.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\18226.jpg,crustose_coralline_algae
D:\coral_patches\off\21236.jpg,off
D:\coral_patches\porites\19822.jpg,porites
D:\coral_patches\off\37106.jpg,off
D:\coral_patches\turf\25346.jpg,turf
D:\coral_patches\turf\209.jpg,turf
D:\coral_patches\crustose_coralline_algae\50381.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\14469.jpg,macroalgae
D:\coral_patches\macroalgae\19570.jpg,macroalgae
D:\coral_patches\macroalgae\54225.jpg,macroalgae
D:\coral_patches\porites\15334.jpg,porites
D:\coral_patches\porites\35164.jpg,porites
D:\coral_patches\turf\36920.jpg,turf
D:\coral_patches\turf\22806.jpg,turf
D:\coral_patches\turf\22227.jpg,turf
D:\coral_patches\sand\50296.jpg,sand
D:\coral_patches\crustose_coralline_algae\24501.jpg,crustose_coralline_algae
D:\coral_patches\sand\22503.jpg,sand
D:\coral_patches\sand\58022.jpg,sand
D:\coral_patches\macroalgae\33889.jpg,macroalgae
D:\coral_patches\off\32913.jpg,off
D:\coral_patches\crustose_coralline_algae\51353.jpg,crustose_coralline_algae
D:\coral_patches\porites\21427.jpg,porites
D:\coral_patches\off\57857.jpg,off
D:\coral_patches\off\18943.jpg,off
D:\coral_patches\off\44600.jpg,off
D:\coral_patches\sand\29190.jpg,sand
D:\coral_patches\turf\362.jpg,turf
D:\coral_patches\sand\17488.jpg,sand
D:\coral_patches\porites\8130.jpg,porites
D:\coral_patches\turf\30463.jpg,turf
D:\coral_patches\turf\411.jpg,turf
D:\coral_patches\sand\56071.jpg,sand
D:\coral_patches\sand\29029.jpg,sand
D:\coral_patches\macroalgae\43971.jpg,macroalgae
D:\coral_patches\macroalgae\48998.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\24331.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\46647.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\37707.jpg,macroalgae
